type,weight,source,target
membership,0.8511688,382825160,ad8fe467-3759-4f53-bf6a-896a237d187f
family_relationship,0.93613404,Debra Hall,Laura Hughes
family_relationship,0.9051064,Debra Hall,Amanda Dean
ownership,0.8994291,Debra Hall,382825160
family_relationship,0.8171221,460859346,14bda3bb-9993-4265-97cc-1747808c144e
family_relationship,0.9312684,460859346,Kelsey Tucker
membership,0.85448813,460859346,su y Worldwide Shark
membership,0.8023638,460859346,9067
membership,0.8552457,460859346,940161722
partnership,0.8984606,460859346,8127
partnership,0.8881473,460859346,18668050
partnership,0.9191935,460859346,9488645
ownership,0.82836175,460859346,fcef975b-e382-4c81-8160-41bf9e5bf937
ownership,0.8856581,460859346,805275
ownership,0.90893686,460859346,94361818
partnership,0.82387745,460859346,Forwading S.A. de C.V.
partnership,0.86889005,Michelle Long,903311212
partnership,0.88321245,âlaughableâ,Amanda Andrews
partnership,0.83270204,âlaughableâ,Calvin Salas
membership,0.80811846,8325,Jason Cameron
partnership,0.81757706,8325,59662085
membership,0.83139867,8325,374585759
membership,0.8560941,299,Brian Hansen
family_relationship,0.9261888,Jennifer Barber,Morgan Black
partnership,0.8285872,Jennifer Barber,299
family_relationship,0.9254491,Ryan Hudson,Morgan Black
partnership,0.82581985,Ryan Hudson,299
family_relationship,0.8649613,James Calhoun,Harold Strickland
family_relationship,0.86855775,James Calhoun,John Hall
family_relationship,0.8937041,James Calhoun,Christine Maxwell
family_relationship,0.85544723,James Calhoun,Ashley Lewis
family_relationship,0.91477585,James Calhoun,Sandra Bullock
family_relationship,0.87841207,James Calhoun,Jacob Caldwell
membership,0.83624184,James Calhoun,298930
family_relationship,0.839882,James Calhoun,Mark Garcia
membership,0.9170765,James Calhoun,f59ca3ce-7fea-4a6b-893b-486565a8ab18
partnership,0.89411545,James Calhoun,âtoppyâ
partnership,0.9331113,James Calhoun,âstagâ
partnership,0.96174544,James Calhoun,432526990
family_relationship,0.91380095,James Calhoun,Mary Harrington
ownership,0.90391505,James Calhoun,âsleepy
ownership,0.8456121,James Calhoun,9507963
ownership,0.90481746,James Calhoun,MeWe Vimeo
partnership,0.854752,James Calhoun,Pasture Petfoods New Zealand Ltd
family_relationship,0.9249264,Harold Strickland,John Hall
family_relationship,0.94197714,Harold Strickland,Christine Maxwell
family_relationship,0.916603,Harold Strickland,Ashley Lewis
family_relationship,0.95069355,Harold Strickland,Sandra Bullock
family_relationship,0.92669016,Harold Strickland,Jacob Caldwell
membership,0.86556506,Harold Strickland,82f2f404-439a-4b2e-b423-726a7f933abf
membership,0.8986034,Harold Strickland,298930
partnership,0.83738685,Harold Strickland,555217629
family_relationship,0.9055872,Harold Strickland,Mark Garcia
membership,0.95029527,Harold Strickland,f59ca3ce-7fea-4a6b-893b-486565a8ab18
membership,0.93664324,Harold Strickland,âtoppyâ
partnership,0.95622313,Harold Strickland,âstagâ
family_relationship,0.9124926,Harold Strickland,Victoria Gonzalez
family_relationship,0.929093,Harold Strickland,Jennifer Johnson
family_relationship,0.9491523,Harold Strickland,Jeffrey Mills
family_relationship,0.93120575,Harold Strickland,Jason Brown
family_relationship,0.97507405,Harold Strickland,Jeff Sullivan
family_relationship,0.89831287,Harold Strickland,Samuel Dunn
membership,0.8467922,Harold Strickland,6828
family_relationship,0.9589306,Harold Strickland,Mr. Eric Logan
family_relationship,0.9603517,Harold Strickland,William Phillips
family_relationship,0.9697194,Harold Strickland,Heather Holmes
membership,0.9111948,Harold Strickland,Pasture Petfoods New Zealand Ltd
family_relationship,0.9285469,John Hall,Christine Maxwell
family_relationship,0.8953225,John Hall,Ashley Lewis
family_relationship,0.94022524,John Hall,Sandra Bullock
family_relationship,0.90656936,John Hall,Jacob Caldwell
membership,0.83088803,John Hall,82f2f404-439a-4b2e-b423-726a7f933abf
membership,0.87172085,John Hall,298930
family_relationship,0.88162756,John Hall,Mark Garcia
membership,0.9393193,John Hall,f59ca3ce-7fea-4a6b-893b-486565a8ab18
membership,0.9243475,John Hall,âtoppyâ
partnership,0.94834185,John Hall,âstagâ
family_relationship,0.9721328,John Hall,Jeff Sullivan
family_relationship,0.8732429,John Hall,Samuel Dunn
membership,0.8247798,John Hall,6828
family_relationship,0.9496128,John Hall,Mr. Eric Logan
family_relationship,0.9529076,John Hall,William Phillips
family_relationship,0.9631282,John Hall,Heather Holmes
membership,0.89177793,John Hall,Pasture Petfoods New Zealand Ltd
family_relationship,0.8712825,Christine Maxwell,Ashley Lewis
family_relationship,0.9250854,Christine Maxwell,Sandra Bullock
family_relationship,0.89071983,Christine Maxwell,Jacob Caldwell
membership,0.80015707,Christine Maxwell,82f2f404-439a-4b2e-b423-726a7f933abf
membership,0.8482624,Christine Maxwell,298930
family_relationship,0.8583793,Christine Maxwell,Mark Garcia
membership,0.92289907,Christine Maxwell,f59ca3ce-7fea-4a6b-893b-486565a8ab18
partnership,0.9104767,Christine Maxwell,âtoppyâ
partnership,0.9370669,Christine Maxwell,âstagâ
partnership,0.86309433,Christine Maxwell,Pasture Petfoods New Zealand Ltd
family_relationship,0.9377413,Ashley Lewis,Sandra Bullock
family_relationship,0.90324503,Ashley Lewis,Jacob Caldwell
membership,0.826333,Ashley Lewis,82f2f404-439a-4b2e-b423-726a7f933abf
membership,0.8700955,Ashley Lewis,298930
family_relationship,0.8794458,Ashley Lewis,Mark Garcia
membership,0.9389057,Ashley Lewis,f59ca3ce-7fea-4a6b-893b-486565a8ab18
membership,0.92023116,Ashley Lewis,âtoppyâ
partnership,0.9470028,Ashley Lewis,âstagâ
membership,0.88531405,Ashley Lewis,Pasture Petfoods New Zealand Ltd
family_relationship,0.9074463,Sandra Bullock,Jacob Caldwell
membership,0.831631,Sandra Bullock,82f2f404-439a-4b2e-b423-726a7f933abf
membership,0.8785747,Sandra Bullock,298930
family_relationship,0.8788858,Sandra Bullock,Mark Garcia
membership,0.936965,Sandra Bullock,f59ca3ce-7fea-4a6b-893b-486565a8ab18
membership,0.92009455,Sandra Bullock,âtoppyâ
membership,0.9482083,Sandra Bullock,âstagâ
family_relationship,0.87806094,Sandra Bullock,Samuel Dunn
family_relationship,0.9497567,Sandra Bullock,John Conley
family_relationship,0.9126328,Sandra Bullock,Harold Strickland
family_relationship,0.8954401,Sandra Bullock,Victoria Gonzalez
family_relationship,0.91448706,Sandra Bullock,Jennifer Johnson
family_relationship,0.93842727,Sandra Bullock,Jeffrey Mills
family_relationship,0.9183584,Sandra Bullock,Jason Brown
family_relationship,0.9409487,Sandra Bullock,John Hall
family_relationship,0.96943474,Sandra Bullock,Jeff Sullivan
membership,0.821293,Sandra Bullock,6828
family_relationship,0.95026064,Sandra Bullock,Mr. Eric Logan
family_relationship,0.95482385,Sandra Bullock,William Phillips
family_relationship,0.96516323,Sandra Bullock,Heather Holmes
membership,0.8883865,Sandra Bullock,Pasture Petfoods New Zealand Ltd
membership,0.92845964,82f2f404-439a-4b2e-b423-726a7f933abf,298930
partnership,0.88590616,82f2f404-439a-4b2e-b423-726a7f933abf,555217629
partnership,0.9340493,82f2f404-439a-4b2e-b423-726a7f933abf,Mark Garcia
membership,0.9655986,82f2f404-439a-4b2e-b423-726a7f933abf,f59ca3ce-7fea-4a6b-893b-486565a8ab18
membership,0.84912133,82f2f404-439a-4b2e-b423-726a7f933abf,Kerala Market Limited Liability Company
membership,0.95600843,82f2f404-439a-4b2e-b423-726a7f933abf,âtoppyâ
partnership,0.97014064,82f2f404-439a-4b2e-b423-726a7f933abf,âstagâ
membership,0.93277377,82f2f404-439a-4b2e-b423-726a7f933abf,Pasture Petfoods New Zealand Ltd
partnership,0.80324376,298930,Mark Garcia
membership,0.8972082,298930,f59ca3ce-7fea-4a6b-893b-486565a8ab18
partnership,0.88165545,298930,âtoppyâ
partnership,0.9247122,298930,âstagâ
partnership,0.8284685,298930,Pasture Petfoods New Zealand Ltd
membership,0.95867735,Mark Garcia,f59ca3ce-7fea-4a6b-893b-486565a8ab18
membership,0.81806296,Mark Garcia,Kerala Market Limited Liability Company
membership,0.9493905,Mark Garcia,âtoppyâ
partnership,0.9645016,Mark Garcia,âstagâ
family_relationship,0.86437297,Mark Garcia,Samuel Dunn
membership,0.8210813,Mark Garcia,6828
family_relationship,0.9527456,Mark Garcia,Mr. Eric Logan
family_relationship,0.9519287,Mark Garcia,William Phillips
family_relationship,0.9647048,Mark Garcia,Heather Holmes
ownership,0.9474508,Mark Garcia,âHis
family_relationship,0.9524659,Mark Garcia,Amanda Andrews
family_relationship,0.9406953,Mark Garcia,Teresa Jackson
membership,0.91787815,Mark Garcia,Pasture Petfoods New Zealand Ltd
partnership,0.93798804,f59ca3ce-7fea-4a6b-893b-486565a8ab18,âtoppyâ
partnership,0.9568546,f59ca3ce-7fea-4a6b-893b-486565a8ab18,âstagâ
partnership,0.9027074,f59ca3ce-7fea-4a6b-893b-486565a8ab18,Pasture Petfoods New Zealand Ltd
partnership,0.9175582,âtoppyâ,âstagâ
family_relationship,0.86535966,Samuel Dunn,Richard Perkins
partnership,0.9294425,Samuel Dunn,âHe
family_relationship,0.9019891,Samuel Dunn,Susan Williamson
family_relationship,0.95911855,Samuel Dunn,Thomas Morales
family_relationship,0.92950654,Samuel Dunn,Jeremy Norris
family_relationship,0.96303535,Samuel Dunn,Angela Chang
family_relationship,0.91018575,Samuel Dunn,Daniel Chang
family_relationship,0.8168521,Samuel Dunn,Margaret Miller
family_relationship,0.8888858,Samuel Dunn,Sandra Bullock
family_relationship,0.94479775,Samuel Dunn,John Conley
family_relationship,0.85331774,Samuel Dunn,Mark Garcia
membership,0.8005797,Samuel Dunn,6828
family_relationship,0.94538575,Samuel Dunn,Mr. Eric Logan
family_relationship,0.94412124,Samuel Dunn,William Phillips
family_relationship,0.95639724,Samuel Dunn,Heather Holmes
family_relationship,0.97026384,Samuel Dunn,Christian Quinn
ownership,0.9351423,Samuel Dunn,âHis
family_relationship,0.93938076,Samuel Dunn,Amanda Andrews
family_relationship,0.9243566,Samuel Dunn,Teresa Jackson
family_relationship,0.91898245,Samuel Dunn,Dr. Daniel Massey
ownership,0.9302245,Samuel Dunn,âWhatâs
family_relationship,0.85220575,Samuel Dunn,Kevin Butler
family_relationship,0.93678105,Samuel Dunn,Justin Rodriguez
partnership,0.86029595,Samuel Dunn,png xi  Line
membership,0.8661583,2362,John Avila
partnership,0.8618102,William Palmer,341411
partnership,0.9545191,7311cf88-bac1-4ac9-a0d2-c55c02497944,William Palmer
partnership,0.8120162,7311cf88-bac1-4ac9-a0d2-c55c02497944,ââ
partnership,0.93042845,7311cf88-bac1-4ac9-a0d2-c55c02497944,341411
membership,0.81583124,9979944,Angela Powers
membership,0.8582769,9979944,William Fernandez
membership,0.8857207,9979944,Stephanie Wiley
membership,0.83869934,9979944,77
membership,0.90261483,9979944,Ryan Lewis
membership,0.88664794,9979944,Christina Chavez
membership,0.82835656,9979944,38
membership,0.89782214,9979944,Jessica Figueroa DDS
membership,0.9364655,9979944,979893388
ownership,0.9007323,4396031,Trammellâs
partnership,0.9189864,Simien Mountains  Company Delivery,Fin Flair Pic Delivery
membership,0.85138535,Simien Mountains  Company Delivery,e678510b-947d-455a-8eb0-44d1009682ec
ownership,0.83043855,Simien Mountains  Company Delivery,Mar del Oeste Pic
membership,0.822203,519852438,âlegitimateâ
membership,0.8673591,519852438,William Kim
membership,0.84742546,519852438,299
membership,0.82302684,519852438,Brian Hansen
membership,0.85649467,âlegitimateâ,William Kim
membership,0.8521696,âlegitimateâ,299
membership,0.81089365,âlegitimateâ,Brian Hansen
membership,0.8092769,William Kim,299
family_relationship,0.8641103,Jeffrey Strong,Susan Williams
family_relationship,0.9423118,Jeffrey Strong,Thomas Morales
partnership,0.9082632,Jeffrey Strong,âHe
family_relationship,0.84264827,Susan Williams,Thomas Morales
family_relationship,0.8686758,Margaret Miller,Angela Chang
family_relationship,0.8183148,Margaret Miller,John Conley
family_relationship,0.8465191,Angela Chang,Daniel Chang
family_relationship,0.8207404,Angela Chang,Sandra Bullock
family_relationship,0.8997563,Angela Chang,John Conley
membership,0.8924176,Angela Chang,0c0ae060-2543-4d7e-bed0-e7fab24ba6a5
family_relationship,0.8518152,Daniel Chang,Margaret Miller
family_relationship,0.9066626,Daniel Chang,Sandra Bullock
family_relationship,0.8784394,Daniel Chang,Samuel Dunn
family_relationship,0.9480968,Daniel Chang,John Conley
family_relationship,0.90788394,Victoria Gonzalez,Jennifer Johnson
family_relationship,0.93434185,Victoria Gonzalez,Jeffrey Mills
family_relationship,0.91071594,Victoria Gonzalez,Jason Brown
family_relationship,0.93528116,Victoria Gonzalez,John Hall
family_relationship,0.96776295,Victoria Gonzalez,Jeff Sullivan
family_relationship,0.8593474,Victoria Gonzalez,Samuel Dunn
family_relationship,0.8498651,Victoria Gonzalez,Mark Garcia
family_relationship,0.94499797,Victoria Gonzalez,Mr. Eric Logan
family_relationship,0.94941074,Victoria Gonzalez,William Phillips
family_relationship,0.9615451,Victoria Gonzalez,Heather Holmes
family_relationship,0.9459236,Jennifer Johnson,Jeffrey Mills
family_relationship,0.92718416,Jennifer Johnson,Jason Brown
family_relationship,0.9467341,Jennifer Johnson,John Hall
family_relationship,0.9728335,Jennifer Johnson,Jeff Sullivan
family_relationship,0.8865707,Jennifer Johnson,Samuel Dunn
family_relationship,0.8772857,Jennifer Johnson,Mark Garcia
membership,0.8357921,Jennifer Johnson,6828
family_relationship,0.95604694,Jennifer Johnson,Mr. Eric Logan
family_relationship,0.95693946,Jennifer Johnson,William Phillips
family_relationship,0.96564305,Jennifer Johnson,Heather Holmes
family_relationship,0.89924234,Jeffrey Mills,Jason Brown
family_relationship,0.9268368,Jeffrey Mills,John Hall
family_relationship,0.96287686,Jeffrey Mills,Jeff Sullivan
family_relationship,0.8488766,Jeffrey Mills,Samuel Dunn
family_relationship,0.83491963,Jeffrey Mills,Mark Garcia
family_relationship,0.9382221,Jeffrey Mills,Mr. Eric Logan
family_relationship,0.9395997,Jeffrey Mills,William Phillips
family_relationship,0.95253,Jeffrey Mills,Heather Holmes
family_relationship,0.9298134,Jason Brown,John Hall
family_relationship,0.96460253,Jason Brown,Jeff Sullivan
family_relationship,0.85286343,Jason Brown,Samuel Dunn
family_relationship,0.8412825,Jason Brown,Mark Garcia
family_relationship,0.9393718,Jason Brown,Mr. Eric Logan
family_relationship,0.9433476,Jason Brown,William Phillips
family_relationship,0.95803684,Jason Brown,Heather Holmes
family_relationship,0.9108526,Jeff Sullivan,Mr. Eric Logan
family_relationship,0.9174065,Jeff Sullivan,William Phillips
family_relationship,0.94062823,Jeff Sullivan,Heather Holmes
membership,0.9591509,6828,Mr. Eric Logan
membership,0.9602904,6828,William Phillips
membership,0.9707399,6828,Heather Holmes
family_relationship,0.9262567,Mr. Eric Logan,William Phillips
family_relationship,0.94631815,Mr. Eric Logan,Heather Holmes
family_relationship,0.9251304,Mr. Eric Logan,Morgan Black
family_relationship,0.93532205,Mr. Eric Logan,Holly Taylor
family_relationship,0.9326007,William Phillips,Heather Holmes
family_relationship,0.82490975,Elizabeth Jones,Christian Quinn
ownership,0.87330717,âHis,Amanda Andrews
ownership,0.84203064,âHis,Teresa Jackson
partnership,0.81622976,Kathryn Gomez,432526990
partnership,0.87523466,Kathryn Gomez,Himachal Pradesh Aquatic Plc Brothers
family_relationship,0.8321471,Kathryn Gomez,Calvin Salas
family_relationship,0.9028263,Kathryn Gomez,Patricia Bowen
family_relationship,0.84555924,Stephanie Wiley,Calvin Salas
family_relationship,0.9113438,Stephanie Wiley,Patricia Bowen
membership,0.83743525,Stephanie Wiley,77
family_relationship,0.8940128,Stephanie Wiley,Ryan Lewis
family_relationship,0.8837717,Stephanie Wiley,Christina Chavez
membership,0.83060724,Stephanie Wiley,38
family_relationship,0.8970906,Stephanie Wiley,Jessica Figueroa DDS
membership,0.9401714,Stephanie Wiley,979893388
membership,0.9703635,Lisa Ward,9979944
family_relationship,0.91214675,Lisa Ward,William Fernandez
membership,0.8496247,Lisa Ward,23990411
family_relationship,0.9235892,Lisa Ward,Stephanie Wiley
family_relationship,0.8274894,Lisa Ward,Linda Sherman
membership,0.909314,Lisa Ward,77
family_relationship,0.9383449,Lisa Ward,Ryan Lewis
family_relationship,0.9295589,Lisa Ward,Christina Chavez
membership,0.9013666,Lisa Ward,38
family_relationship,0.9354369,Lisa Ward,Jessica Figueroa DDS
membership,0.86600727,Lisa Ward,Ware
membership,0.9658436,Lisa Ward,979893388
membership,0.8027163,William Fernandez,23990411
family_relationship,0.9108627,William Fernandez,Stephanie Wiley
membership,0.88168687,William Fernandez,77
family_relationship,0.9306386,William Fernandez,Ryan Lewis
family_relationship,0.91252124,William Fernandez,Christina Chavez
membership,0.87316895,William Fernandez,38
family_relationship,0.9248984,William Fernandez,Jessica Figueroa DDS
membership,0.8209473,William Fernandez,Ware
family_relationship,0.9408034,William Fernandez,Rebecca Taylor
ownership,0.83495355,William Fernandez,463
ownership,0.88985914,William Fernandez,762
family_relationship,0.88394725,William Fernandez,Daniel Snyder
membership,0.9564544,William Fernandez,979893388
partnership,0.89353335,William Fernandez,341411
family_relationship,0.8239169,Christina Chavez,Jessica Figueroa DDS
ownership,0.8241063,Rebecca Taylor,762
ownership,0.8950622,463,762
partnership,0.92264694,463,Richard Perkins
partnership,0.92935055,463,Amanda Mckenzie
partnership,0.84264046,463,Kathleen Benitez
ownership,0.8658575,Dr. Daniel Massey,âWhatâs
family_relationship,0.89513975,Mrs. Katherine Clark,Jerry Welch
family_relationship,0.858396,Mrs. Katherine Clark,Alan Wells
family_relationship,0.8357362,Mrs. Katherine Clark,Brooke Hamilton
membership,0.9214383,Mrs. Katherine Clark,341411
family_relationship,0.8734699,Kathleen Benitez,Amanda Mckenzie
family_relationship,0.88040733,Easterlingsâ,Brett Williams
ownership,0.9449588,Easterlingsâ,Seth Peters
family_relationship,0.9372341,Kevin Butler,Justin Rodriguez
ownership,0.88923764,8851578d-3dd7-4430-8f73-b95305eb1f03,SeaSpray Wave SRL Solutions
ownership,0.9249581,82379,233
ownership,0.9403517,82379,Dutch Herring Inc Transportation
ownership,0.88477516,82379,883290144
ownership,0.8779558,82379,8453714
partnership,0.89895564,Daniel Pruitt,82379
membership,0.8248228,Daniel Pruitt,199
